# nom	categorie	source — genere par tools/generer_index_hpcf.py
EarSonics ES5	711 in-ear	crinacle
EarSonics Grace	711 in-ear	crinacle
EarSonics Onyx	in-ear	RikudouGoku
EarSonics Purple (standard)	711 in-ear	crinacle
EarSonics S-EM9	711 in-ear	crinacle
EarSonics Stark	711 in-ear	crinacle
EarSonics Velvet (standard)	711 in-ear	crinacle
EarSonics Velvet (standard)	in-ear	Innerfidelity
EarSonics Velvet (tight)	711 in-ear	crinacle
EarSonics Velvet (tight)	in-ear	Innerfidelity
EarSonics Velvet (warm)	711 in-ear	crinacle
EarSonics Velvet (warm)	in-ear	Innerfidelity
Eartech Dual	711 in-ear	crinacle
Eartech Quad	711 in-ear	crinacle
Eartech Triple	711 in-ear	crinacle
EarWerkz Legend Omega	711 in-ear	crinacle
ECCI YST-02	in-ear	Hi End Portable
ECCI YST-02	in-ear	ToneDeafMonk
Echobox Finder X1 (black filter)	in-ear	Innerfidelity
Echobox Finder X1 (red filter)	in-ear	Innerfidelity
Echobox Finder X1 (white filter)	in-ear	Innerfidelity
Edifier NeoBuds Pro	in-ear	Regan Cipher
Edifier NeoBuds Pro 2	in-ear	Regan Cipher
Edifier NeoBuds Pro 2 (ANC high, classic EQ)	in-ear	DHRME
Edifier NeoBuds Pro 2 (ANC off, classic EQ)	in-ear	DHRME
Edifier P180	earbud	Innerfidelity
Edifier Stax Spirit S10 (original eq)	in-ear	DHRME
Edifier Stax Spirit S3 (fabric earpads)	over-ear	Filk
Edifier Stax Spirit S3 (leather earpads)	over-ear	Filk
Edifier TWS1	711 in-ear	crinacle
Edifier TWS5	711 in-ear	crinacle
Edifier TWS6	711 in-ear	crinacle
Edifier W260NC	in-ear	Filk
Edifier W820NB (ANC off)	over-ear	Kuulokenurkka
Edifier W820NB (ANC on)	over-ear	Filk
Edifier W820NB (ANC on)	over-ear	Kuulokenurkka
Edifier W820NB (passive)	over-ear	Filk
Edifier W820NB Plus	over-ear	Filk
Edifier W820NB Plus (ANC off)	over-ear	Regan Cipher
Edifier W820NB Plus (ANC on)	over-ear	Regan Cipher
Edifier WH700NB	over-ear	Regan Cipher
Edifier WH950NB (ANC off, customized EQ flat)	over-ear	Filk
Edifier WH950NB (ANC on, classic EQ)	over-ear	Filk
Edifier WH950NB (ANC on, classic mode)	over-ear	Kuulokenurkka
Edifier WH950NB (ANC on, customized EQ flat)	over-ear	Filk
Edifier WH950NB (ANC on, dynamic mode)	over-ear	Kuulokenurkka
Edifier WH950NB (passive)	over-ear	Filk
Edifier WH950NB (passive)	over-ear	Kuulokenurkka
Edifier X3 Lite	in-ear	Regan Cipher
Effect Audio Agea (foam eartips)	in-ear	ToneDeafMonk
Effect Audio Axiom	711 in-ear	crinacle
Effect Audio Axiom	in-ear	Super Review
Effect Audio King Arthur	711 in-ear	crinacle
Effect Audio Symphony	711 in-ear	crinacle
Effect Audio x Elysian Gaea	in-ear	Kazi
Effect Audio x Elysian Gaea	in-ear	Super Review
Effect Audio X Elysian Pilgrim Noir	in-ear	Jaytiss
EKSA E900 Pro	GRAS 43AG-7 over-ear	crinacle
ELISE AUDIO x Kinera Dark Phoenix	in-ear	Jaytiss
Elysian Annihilator (2021)	711 in-ear	crinacle
Elysian Annihilator (2021)	in-ear	freeryder05
Elysian Annihilator (2023)	in-ear	Jaytiss
Elysian Annihilator (2023)	in-ear	Super Review
Elysian Annihilator (2023, Dan)	in-ear	freeryder05
Elysian Annihilator (2023, Free)	in-ear	freeryder05
Elysian Annihilator (pre-2021)	711 in-ear	crinacle
Elysian Apostle	in-ear	Jaytiss
Elysian Artemis	711 in-ear	crinacle
Elysian Artemis V2	711 in-ear	crinacle
Elysian Cora V2	711 in-ear	crinacle
Elysian Diva (half bass)	711 in-ear	crinacle
Elysian Diva (max bass)	711 in-ear	crinacle
Elysian Diva (min bass)	711 in-ear	crinacle
Elysian Diva 2023 (blue switch)	in-ear	Jaytiss
Elysian Diva 2023 (blue switch)	in-ear	Super Review
Elysian Diva 2023 (red switch)	in-ear	Jaytiss
Elysian Diva 2023 (red switch)	in-ear	Super Review
Elysian Diva 2023 (white switch)	in-ear	Jaytiss
Elysian Diva 2023 (white switch)	in-ear	Super Review
Elysian Eros	711 in-ear	crinacle
Elysian Hades	711 in-ear	crinacle
Elysian Hades V2	711 in-ear	crinacle
Elysian Hades V2 (music)	711 in-ear	crinacle
Elysian Hades V2 (stage)	711 in-ear	crinacle
Elysian Minerva	711 in-ear	crinacle
Elysian Pilgrim	in-ear	Harpo
Elysian Pilgrim	in-ear	Jaytiss
Elysian Pilgrim	in-ear	Super Review
Elysian Pilgrim	in-ear	ToneDeafMonk
Elysian Pilgrim (foam eartips)	in-ear	ToneDeafMonk
Elysian Pilgrim Noir	in-ear	Super Review
Elysian Poseidon	711 in-ear	crinacle
Elysian Terminator	711 in-ear	crinacle
Elysian Terminator V2	711 in-ear	crinacle
Elysian X	711 in-ear	crinacle
Emotiva Airmotiv GR1	over-ear	oratory1990
Empire Ears Bravado	711 in-ear	crinacle
Empire Ears Bravado Mk2	711 in-ear	crinacle
Empire Ears Bravado Mk2	GRAS RA0045 in-ear	HypetheSonics
Empire Ears Bravado Mk2	in-ear	Super Review
Empire Ears ESR	711 in-ear	crinacle
Empire Ears ESR Mk2	711 in-ear	crinacle
Empire Ears ESR Mk2	GRAS RA0045 in-ear	HypetheSonics
Empire Ears ESR Mk2	in-ear	Super Review
Empire Ears EVR	711 in-ear	crinacle
Empire Ears EVR Mk2	711 in-ear	crinacle
Empire Ears Hero	711 in-ear	crinacle
Empire Ears Hero	Bruel & Kjaer 5128 in-ear	HypetheSonics
Empire Ears Legend EVO	711 in-ear	crinacle
Empire Ears Legend EVO	in-ear	Super Review
Empire Ears Legend EVO	in-ear	ToneDeafMonk
Empire Ears Legend Raven	in-ear	Super Review
Empire Ears Legend X	711 in-ear	crinacle
Empire Ears Legend X	Bruel & Kjaer 5128 in-ear	HypetheSonics
Empire Ears Legend X SE	711 in-ear	crinacle
Empire Ears Legend X SE	GRAS RA0045 in-ear	HypetheSonics
Empire Ears Nemesis	711 in-ear	crinacle
Empire Ears Odin	711 in-ear	crinacle
Empire Ears Odin	Bruel & Kjaer 5128 in-ear	HypetheSonics
Empire Ears Odyssey	in-ear	Kazi
Empire Ears Phantom	711 in-ear	crinacle
Empire Ears Phantom X	711 in-ear	crinacle
Empire Ears Raven	GRAS RA0045 in-ear	HypetheSonics
Empire Ears Triton	in-ear	Jaytiss
Empire Ears Triton	in-ear	ToneDeafMonk
Empire Ears Valkyrie	711 in-ear	crinacle
Empire Ears Valkyrie	GRAS RA0045 in-ear	HypetheSonics
Empire Ears Valkyrie MKII	711 in-ear	crinacle
Empire Ears Valkyrie MKII	in-ear	Super Review
Empire Ears Vantage	711 in-ear	crinacle
Empire Ears Wraith	711 in-ear	crinacle
Empire Ears Wraith	GRAS RA0045 in-ear	HypetheSonics
Empire Ears Zeus	711 in-ear	crinacle
Empire Ears Zeus-XIV	711 in-ear	crinacle
Empire Ears Zeus-XR (R mode)	711 in-ear	crinacle
Empire Ears Zeus-XR (XIV mode)	711 in-ear	crinacle
ENACFIRE E60	HMS II.3 in-ear	Rtings
Endorfy Viro Infra	over-ear	Filk
ENIGMAcoustics Dharma Production 2015	over-ear	Innerfidelity
Enigmatic Audio Paradox	over-ear	Innerfidelity
EPOS GTW 270 Hybrid	HMS II.3 in-ear	Rtings
EPOS Sennheiser Game Zero	over-ear	Kuulokenurkka
EPOS Sennheiser GSP 600	HMS II.3 over-ear	Rtings
EPZ 320	in-ear	ToneDeafMonk
EPZ 530	in-ear	Fahryst
EPZ 530	in-ear	Jaytiss
EPZ 530	in-ear	Super Review
EPZ 530	in-ear	ToneDeafMonk
EPZ G10	in-ear	Harpo
EPZ G10	in-ear	Hi End Portable
EPZ G10	in-ear	Regan Cipher
EPZ G10	in-ear	Super Review
EPZ G10	in-ear	ToneDeafMonk
EPZ G20	in-ear	Fahryst
EPZ K5	in-ear	Fahryst
EPZ K5	in-ear	Super Review
EPZ K5	in-ear	ToneDeafMonk
EPZ K9	in-ear	Super Review
EPZ K9	in-ear	ToneDeafMonk
EPZ P50	in-ear	Fahryst
EPZ P50	in-ear	Jaytiss
EPZ P50	in-ear	Super Review
EPZ P50	in-ear	ToneDeafMonk
EPZ Q1	in-ear	Bakkwatan
EPZ Q1	in-ear	Harpo
EPZ Q1	in-ear	Regan Cipher
EPZ Q1 Pro	in-ear	Fahryst
EPZ Q1 Pro	in-ear	Jaytiss
EPZ Q1 Pro	in-ear	Regan Cipher
EPZ Q1 Pro	in-ear	Super Review
EPZ Q1 Pro	in-ear	ToneDeafMonk
EPZ Q5	in-ear	Auriculares Argentina
EPZ Q5	in-ear	Fahryst
EPZ Q5	in-ear	Hi End Portable
EPZ Q5	in-ear	Jaytiss
EPZ Q5	in-ear	Regan Cipher
EPZ Q5	in-ear	Super Review
EPZ Q5	in-ear	ToneDeafMonk
EPZ Q5 Pro	in-ear	Auriculares Argentina
EPZ Q5 Pro	in-ear	Fahryst
EPZ Q5 Pro	in-ear	ToneDeafMonk
EPZ Q5 v2	in-ear	Jaytiss
EPZ x Tipsy Star & One	in-ear	Jaytiss
EPZ x Tipsy Star & One	in-ear	Regan Cipher
EPZ x Tipsy Star & One	in-ear	ToneDeafMonk
ES Lab ES-1a	GRAS 43AG-7 over-ear	crinacle
Eskuche 33 1 3 B	over-ear	Innerfidelity
ETA Mini Closed	over-ear	oratory1990
ETA Mini Semi-Closed	over-ear	oratory1990
ETA Mini Semi-Closed (with ring dampeners installed)	over-ear	oratory1990
ETA O2	over-ear	Super Review
Eternal Melody EM6W	711 in-ear	crinacle
Etymotic EK5	in-ear	Innerfidelity
Etymotic ER2SE	in-ear	Auriculares Argentina
Etymotic ER2SE	711 in-ear	crinacle
Etymotic ER2SE	in-ear	Filk
Etymotic ER2SE	in-ear	freeryder05
Etymotic ER2SE	Bruel & Kjaer 5128 in-ear	HypetheSonics
Etymotic ER2SE	in-ear	Jaytiss
Etymotic ER2SE	in-ear	oratory1990
Etymotic ER2SE	in-ear	Super Review
Etymotic ER2XR	711 in-ear	crinacle
Etymotic ER2XR	Bruel & Kjaer 5128 in-ear	HypetheSonics
Etymotic ER2XR	in-ear	oratory1990
Etymotic ER2XR	in-ear	Super Review
Etymotic ER2XR (brown filter)	in-ear	Super Review
Etymotic ER2XR (green filter)	in-ear	Super Review
Etymotic ER2XR (white filter)	in-ear	Super Review
Etymotic ER3SE	711 in-ear	crinacle
Etymotic ER3SE	in-ear	oratory1990
Etymotic ER3SE 75 ohm	711 in-ear	crinacle
Etymotic ER3XR	711 in-ear	crinacle
Etymotic ER3XR	in-ear	Fahryst
Etymotic ER3XR	in-ear	oratory1990
Etymotic ER4B	711 in-ear	crinacle
Etymotic ER4P	711 in-ear	crinacle
Etymotic ER4P	in-ear	Headphone.com Legacy
Etymotic ER4S	711 in-ear	crinacle
Etymotic ER4S	in-ear	Headphone.com Legacy
Etymotic ER4S	in-ear	Super Review
Etymotic ER4S (CIEM)	711 in-ear	crinacle
Etymotic ER4SR	711 in-ear	crinacle
Etymotic ER4SR	GRAS RA0045 in-ear	HypetheSonics
Etymotic ER4SR	in-ear	Innerfidelity
Etymotic ER4SR	in-ear	oratory1990
Etymotic ER4XR	711 in-ear	crinacle
Etymotic ER4XR	Bruel & Kjaer 5128 in-ear	HypetheSonics
Etymotic ER4XR	in-ear	Innerfidelity
Etymotic ER4XR	in-ear	oratory1990
Etymotic ER4XR	HMS II.3 in-ear	Rtings
Etymotic ER4XR (2-flange eartips)	in-ear	Super Review
Etymotic ER4XR (3-flange eartips)	in-ear	Super Review
Etymotic ER4XR (foam eartips)	in-ear	Super Review
Etymotic ER6i	in-ear	Headphone.com Legacy
Etymotic ERX	Bruel & Kjaer 4620 in-ear	crinacle
Etymotic ERX (brown filter)	in-ear	Super Review
Etymotic ERX (green filter)	in-ear	Super Review
Etymotic ETY Kids	in-ear	Super Review
Etymotic EVO	711 in-ear	crinacle
Etymotic EVO	in-ear	oratory1990
Etymotic Evo (2-flange eartips)	in-ear	Super Review
Etymotic Evo (3-flange eartips)	in-ear	Super Review
Etymotic hf2	in-ear	Headphone.com Legacy
Etymotic hf3	in-ear	Headphone.com Legacy
Etymotic hf5	in-ear	Headphone.com Legacy
Etymotic hf5	in-ear	oratory1990
Etymotic hf5	HMS II.3 in-ear	Rtings
Etymotic mc3	in-ear	Headphone.com Legacy
Etymotic mc3	in-ear	Innerfidelity
Etymotic mc5	in-ear	Headphone.com Legacy
Etymotic Mk5	in-ear	Innerfidelity
Etymotic mk5 Isolator	in-ear	Super Review
FAAEAL Hibiscus	711 in-ear	crinacle
FAAEAL Hibiscus	in-ear	Hi End Portable
FAAEAL Iris	earbud	Super Review
FAAEAL Snow Lotus	earbud	HypetheSonics
FAAEAL Tulip	in-ear	ToneDeafMonk
Fairphone Fairbuds	Bruel & Kjaer 5128 in-ear	Rtings
Fairphone Fairbuds (flat eq, ANC Off)	in-ear	DHRME
Fairphone Fairbuds (flat eq, ANC On)	in-ear	DHRME
Fairphone Fairbuds XL	over-ear	oratory1990
Fairphone Fairbuds XL	HMS II.3 over-ear	Rtings
Fatfreq 20.6	711 in-ear	crinacle
Fatfreq 20.6 (bass switch on)	711 in-ear	crinacle
Fatfreq 20.8	711 in-ear	crinacle
Fatfreq Eden	711 in-ear	crinacle
Fatfreq Grand Maestro (black module, down)	in-ear	Jaytiss
Fatfreq Grand Maestro (black module, up)	in-ear	Jaytiss
Fatfreq Grand Maestro (blue module, up)	in-ear	Jaytiss
Fatfreq Grand Maestro (bluemodule, down)	in-ear	Jaytiss
Fatfreq Grand Maestro (down)	in-ear	Super Review
Fatfreq Grand Maestro (up)	in-ear	Super Review
Fatfreq Hayabusa	711 in-ear	crinacle
Fatfreq Hayabusa (bass)	711 in-ear	crinacle
Fatfreq Maestro	711 in-ear	crinacle
Fatfreq Maestro Mini	711 in-ear	crinacle
Fatfreq Maestro Mini	Bruel & Kjaer 4620 in-ear	crinacle
Fatfreq Maestro Mini	in-ear	Jaytiss
Fatfreq Maestro SE	711 in-ear	crinacle
Fatfreq Maestro SE	in-ear	Jaytiss
Fatfreq Musician	711 in-ear	crinacle
Fatfreq Musician Plus	711 in-ear	crinacle
Fatfreq Musician Plus V2	711 in-ear	crinacle
Fatfreq Musician Pro	711 in-ear	crinacle
Fatfreq Musician Pro SE	711 in-ear	crinacle
Fatfreq Reference	711 in-ear	crinacle
Fatfreq Reference Plus	711 in-ear	crinacle
Fatfreq Reference Plus V2	711 in-ear	crinacle
Fatfreq Reference Pro	711 in-ear	crinacle
Fatfreq Reference Pro SE	711 in-ear	crinacle
Fatfreq Sakura	711 in-ear	crinacle
Fatfreq Sakura (bass switch on)	711 in-ear	crinacle
Fatfreq Scarlet Mini	711 in-ear	crinacle
Fatfreq Scarlet Mini	Bruel & Kjaer 4620 in-ear	crinacle
Fatfreq Scarlet Mini	in-ear	Hi End Portable
Fatfreq Scarlet Mini	in-ear	Jaytiss
Fatfreq Scarlet Mini	in-ear	Kazi
Fatfreq Scarlet Mini	in-ear	kr0mka
Fatfreq Scarlet Mini	in-ear	ToneDeafMonk
Fatfreq Tsuru	711 in-ear	crinacle
Fatfreq x Effect Audio Quantum	in-ear	Jaytiss
Fatfreq x HBB Deuce	in-ear	Jaytiss
Fatfreq x HBB Deuce	in-ear	Super Review
Fatfreq x HBB Deuce	in-ear	ToneDeafMonk
FAudio Chorus	711 in-ear	crinacle
FAudio Dark Sky	711 in-ear	crinacle
FAudio Mezzo (off-off-off)	711 in-ear	crinacle
FAudio Mezzo (off-off-on)	711 in-ear	crinacle
FAudio Mezzo (off-on-off)	711 in-ear	crinacle
FAudio Mezzo (off-on-on)	711 in-ear	crinacle
FAudio Mezzo (on-off-off)	711 in-ear	crinacle
FAudio Mezzo (on-on-off)	711 in-ear	crinacle
FAudio Mezzo (on-on-on)	711 in-ear	crinacle
FAudio Minor	711 in-ear	crinacle
Fearless Audio ACME 8	711 in-ear	crinacle
Fearless Audio Barcelona	711 in-ear	crinacle
Fearless Audio Crystal Ball	711 in-ear	crinacle
Fearless Audio Dawn	711 in-ear	crinacle
Fearless Audio Dawn	Bruel & Kjaer 4620 in-ear	crinacle
Fearless Audio HyperS 12	711 in-ear	crinacle
Fearless Audio La Hire	711 in-ear	crinacle
Fearless Audio Lancelot	711 in-ear	crinacle
Fearless Audio Provence	711 in-ear	crinacle
Fearless Audio Roland	711 in-ear	crinacle
Fearless Audio S10 Genie	711 in-ear	crinacle
Fearless Audio S4	711 in-ear	crinacle
Fearless Audio S5H	711 in-ear	crinacle
Fearless Audio S5T	711 in-ear	crinacle
Fearless Audio S6Pro	711 in-ear	crinacle
Fearless Audio S6Rui	711 in-ear	crinacle
Fearless Audio S8F	711 in-ear	crinacle
Fearless Audio S8Pro	711 in-ear	crinacle
Fearless Audio S8Pro	in-ear	freeryder05
Fearless Audio S8Pro	GRAS RA0045 in-ear	HypetheSonics
Fearless Audio S8Z	711 in-ear	crinacle
Fearless Audio Shangri-la	711 in-ear	crinacle
Fearless Audio Start	711 in-ear	crinacle
Fearless Audio Tequila	711 in-ear	crinacle
Fender FXA6	in-ear	Innerfidelity
Fender FXA9	711 in-ear	crinacle
Fender Ten 5	711 in-ear	crinacle
Fender Thirteen 6	711 in-ear	crinacle
Fengru EMX500	earbud	HypetheSonics
Fengru HE-200	711 in-ear	crinacle
Fidue A31s	in-ear	Innerfidelity
Fidue A63	in-ear	Innerfidelity
Fidue A65	in-ear	Innerfidelity
Fidue A71	711 in-ear	crinacle
Fidue A71	in-ear	Innerfidelity
Fidue A81	in-ear	Innerfidelity
Fidue A83	in-ear	Innerfidelity
Fidue A91 Sirius	711 in-ear	crinacle
Fidue A91 Sirius (CIEM)	711 in-ear	crinacle
Fifine Ampligame H3	over-ear	Auriculares Argentina
Fifine Ampligame H6 (game)	over-ear	Auriculares Argentina
Fifine Ampligame H6 (movie)	over-ear	Auriculares Argentina
Fifine Ampligame H6 (music)	over-ear	Auriculares Argentina
FIIL GS (ANC off)	earbud	Regan Cipher
FIIL Key	in-ear	Regan Cipher
FIIL Key Pro (ANC off)	in-ear	Regan Cipher
FIIL Key Pro (ANC on)	in-ear	Regan Cipher
FIIL T1 Lite TWS (bass EQ)	in-ear	RikudouGoku
FIIL T1 Lite TWS (default EQ)	in-ear	RikudouGoku
FIIL T1 Lite TWS (treble EQ)	in-ear	RikudouGoku
FIIL T1X	HMS II.3 in-ear	Rtings
FiiO EH3	EARS + 711 over-ear	crinacle
FiiO EH3	GRAS 43AG-7 over-ear	crinacle
FiiO F3	711 in-ear	crinacle
FiiO F3	in-ear	oratory1990
FiiO F5	711 in-ear	crinacle
FiiO F9	711 in-ear	crinacle
FiiO F9	in-ear	Fahryst
FiiO F9 Pro	711 in-ear	crinacle
FiiO FA1	711 in-ear	crinacle
FiiO FA1	in-ear	Super Review
FiiO FA19 (off)	in-ear	Super Review
FiiO FA19 (on)	in-ear	Super Review
FiiO FA7	711 in-ear	crinacle
FiiO FA7	in-ear	oratory1990
FiiO FA7S	711 in-ear	crinacle
FiiO FA9	711 in-ear	crinacle
FiiO FA9	in-ear	oratory1990
FiiO FD1	711 in-ear	crinacle
FiiO FD11	in-ear	Fahryst
FiiO FD11	in-ear	Super Review
FiiO FD15	in-ear	Jaytiss
FiiO FD3 (bass eartips)	in-ear	Super Review
FiiO FD3 (black nozzle)	in-ear	Super Review
FiiO FD3 (foam eartips)	in-ear	Super Review
FiiO FD3 (stock nozzle)	in-ear	Super Review
FiiO FD3 (vocal eartips)	in-ear	Super Review
FiiO FD5	711 in-ear	crinacle
FiiO FD5 (narrow nozzle)	in-ear	RikudouGoku
FiiO FD5 (narrow nozzle, 3-flange eartips)	in-ear	Super Review
FiiO FD5 (stock nozzle)	in-ear	RikudouGoku
FiiO FD5 (stock nozzle)	in-ear	Super Review
FiiO FD7	711 in-ear	crinacle
FiiO FD7	in-ear	Kazi
FiiO FD7	in-ear	Super Review
FiiO FD7 (balanced nozzle)	in-ear	Super Review
FiiO FD7 (balanced)	in-ear	Super Review
FiiO FD7 (bass nozzle, 3-flange eartips)	in-ear	Super Review
FiiO FD7 (treble nozzle)	in-ear	Super Review
FiiO FDX	in-ear	Fahryst
FiiO FF1	earbud	kr0mka
FiiO FF1 (black)	earbud	Super Review
FiiO FF1 (foam)	earbud	Super Review
FiiO FF1 (no foam)	earbud	Super Review
FiiO FF1 (white)	earbud	Super Review
FiiO FH1	711 in-ear	crinacle
FiiO FH1	in-ear	Hi End Portable
FiiO FH1	in-ear	Super Review
FiiO FH11	in-ear	Super Review
FiiO FH15 (balanced nozzle)	in-ear	Super Review
FiiO FH15 (bass nozzle)	in-ear	Super Review
FiiO FH15 (treble nozzle)	in-ear	Super Review
FiiO FH1s	711 in-ear	crinacle
FiiO FH3	711 in-ear	crinacle
FiiO FH3	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FH3	GRAS RA0045 in-ear	HypetheSonics
FiiO FH3	in-ear	RikudouGoku
FiiO FH3	in-ear	Super Review
FiiO FH5	711 in-ear	crinacle
FiiO FH5	in-ear	Harpo
FiiO FH5	in-ear	oratory1990
FiiO FH5	in-ear	Super Review
FiiO FH5s	711 in-ear	crinacle
FiiO FH5s	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FH5s	in-ear	ToneDeafMonk
FiiO FH5s (off-off-off)	in-ear	RikudouGoku
FiiO FH5s (off-off-off)	in-ear	Super Review
FiiO FH5s (off-off-on)	711 in-ear	crinacle
FiiO FH5s (off-off-on)	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FH5s (off-off-on)	in-ear	RikudouGoku
FiiO FH5s (off-off-on)	in-ear	Super Review
FiiO FH5s (off-on-off)	711 in-ear	crinacle
FiiO FH5s (off-on-off)	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FH5s (off-on-off)	in-ear	RikudouGoku
FiiO FH5s (off-on-off)	in-ear	Super Review
FiiO FH5s (off-on-on)	in-ear	RikudouGoku
FiiO FH5s (on-off-off)	711 in-ear	crinacle
FiiO FH5s (on-off-off)	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FH5s (on-off-off)	in-ear	RikudouGoku
FiiO FH5s (on-off-off)	in-ear	Super Review
FiiO FH5s (on-off-on)	in-ear	RikudouGoku
FiiO FH5s (on-on-off)	in-ear	RikudouGoku
FiiO FH5s (on-on-on)	711 in-ear	crinacle
FiiO FH5s (on-on-on)	in-ear	RikudouGoku
FiiO FH5s (on-on-on)	in-ear	Super Review
FiiO FH7	711 in-ear	crinacle
FiiO FH7 (bass nozzle)	GRAS RA0045 in-ear	HypetheSonics
FiiO FH7 (reference nozzle)	GRAS RA0045 in-ear	HypetheSonics
FiiO FH7 (treble nozzle)	GRAS RA0045 in-ear	HypetheSonics
FiiO FH7S	in-ear	oratory1990
FiiO FH7s (balanced nozzle)	in-ear	Super Review
FiiO FH7s (bass nozzle)	in-ear	Super Review
FiiO FH7s (treble nozzle)	in-ear	Super Review
FiiO FH9 (black filter)	711 in-ear	crinacle
FiiO FH9 (black filter)	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FH9 (green filter)	711 in-ear	crinacle
FiiO FH9 (green filter)	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FH9 (red filter)	711 in-ear	crinacle
FiiO FH9 (red filter)	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FHE Eclipse	711 in-ear	crinacle
FiiO FHE Eclipse	Bruel & Kjaer 4620 in-ear	crinacle
FiiO FHE Eclipse	in-ear	Super Review
FiiO FP3	in-ear	Jaytiss
FiiO FT1	over-ear	oratory1990
FiiO FT1	over-ear	Super Review
FiiO FT1 Pro	over-ear	Kuulokenurkka
FiiO FT1 Pro	over-ear	oratory1990
FiiO FT1 Pro	over-ear	Super Review
FiiO FT3 (pleather earpads)	over-ear	Kuulokenurkka
FiiO FT3 (pleather earpads)	over-ear	oratory1990
FiiO FT3 (suede earpads)	over-ear	Kuulokenurkka
FiiO FT3 (suede earpads)	over-ear	oratory1990
FiiO FT5 (pleather earpads)	over-ear	kr0mka
FiiO FT5 (pleather earpads)	over-ear	Kuulokenurkka
FiiO FT5 (pleather earpads)	over-ear	oratory1990
FiiO FT5 (pleather earpads)	over-ear	Super Review
FiiO FT5 (suede earpads)	over-ear	kr0mka
FiiO FT5 (suede earpads)	over-ear	Kuulokenurkka
FiiO FT5 (suede earpads)	over-ear	oratory1990
FiiO FT5 (suede earpads)	over-ear	Super Review
FiiO FT7 (fabric earpads)	over-ear	Kuulokenurkka
FiiO FT7 (fabric earpads)	over-ear	Super Review
FiiO FT7 (leather earpads)	over-ear	Kuulokenurkka
FiiO FT7 (leather earpads)	over-ear	Super Review
FiiO FW5	in-ear	Super Review
FiiO FX15 (off)	in-ear	Super Review
FiiO FX15 (on)	in-ear	Super Review
FiiO JD1	in-ear	Jaytiss
FiiO JD10	in-ear	Jaytiss
FiiO JH5	in-ear	Super Review
FiiO Snowsky Wind	over-ear	Kuulokenurkka
FiiO x JadeAudio JD3	in-ear	Kazi
Final Audio A3000	711 in-ear	crinacle
Final Audio A4000	711 in-ear	crinacle
Final Audio A4000	in-ear	Super Review
Final Audio A5000	in-ear	freeryder05
Final Audio A8000	711 in-ear	crinacle
Final Audio A8000	Bruel & Kjaer 5128 in-ear	HypetheSonics
Final Audio A8000	in-ear	Kazi
Final Audio A8000	in-ear	oratory1990
Final Audio Adagio III	in-ear	Innerfidelity
Final Audio Adagio III	in-ear	oratory1990
Final Audio B1	711 in-ear	crinacle
Final Audio B2	711 in-ear	crinacle
Final Audio B3	711 in-ear	crinacle
Final Audio B3	in-ear	Jaytiss
Final Audio B3 (Final Audio TWS eartips)	in-ear	Super Review
Final Audio B3 (Final Audio Type E eartips)	in-ear	Super Review
Final Audio D7000	over-ear	kr0mka
Final Audio D8000	EARS + 711 over-ear	crinacle
Final Audio D8000	GRAS 43AG-7 over-ear	crinacle
Final Audio D8000 Pro Edition	GRAS 43AG-7 over-ear	crinacle
Final Audio D8000 Pro Edition	over-ear	oratory1990
Final Audio E1000	in-ear	Auriculares Argentina
Final Audio E1000	711 in-ear	crinacle
Final Audio E1000	in-ear	Kazi
Final Audio E1000	in-ear	kr0mka
Final Audio E1000	in-ear	oratory1990
Final Audio E1000	in-ear	RikudouGoku
Final Audio E1000 (Final Audio Type E eartips)	in-ear	Super Review
Final Audio E2000	711 in-ear	crinacle
Final Audio E2000	Bruel & Kjaer 5128 in-ear	HypetheSonics
Final Audio E2000	in-ear	RikudouGoku
Final Audio E2000	in-ear	Super Review
Final Audio E3000	711 in-ear	crinacle
Final Audio E3000	in-ear	Fahryst
Final Audio E3000	in-ear	Harpo
Final Audio E3000	in-ear	Kazi
Final Audio E3000	in-ear	oratory1990
Final Audio E3000	in-ear	RikudouGoku
Final Audio E4000	711 in-ear	crinacle
Final Audio E4000	GRAS RA0045 in-ear	HypetheSonics
Final Audio E4000	in-ear	oratory1990
Final Audio E4000	in-ear	RikudouGoku
Final Audio E500	in-ear	Kazi
Final Audio E500	in-ear	oratory1990
Final Audio E500	in-ear	RikudouGoku
Final Audio E500	in-ear	Super Review
Final Audio E5000	711 in-ear	crinacle
Final Audio E5000	GRAS RA0045 in-ear	HypetheSonics
Final Audio E5000	in-ear	Kazi
Final Audio E5000	in-ear	oratory1990
Final Audio E5000	in-ear	RikudouGoku
Final Audio EVA2020	in-ear	RikudouGoku
Final Audio F3100	in-ear	oratory1990
Final Audio F3100	in-ear	RikudouGoku
Final Audio F4100	711 in-ear	crinacle
Final Audio F7200	711 in-ear	crinacle
Final Audio F7200	GRAS RA0045 in-ear	HypetheSonics
